CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Valor_Mobiliario;Sigla_Classe_Acao_Preferencial;Classe_Acao_Preferencial;Codigo_Negociacao;Composicao_BDR_Unit;Mercado;Sigla_Entidade_Administradora;Entidade_Administradora;Data_Inicio_Negociacao;Data_Fim_Negociacao;Segmento;Data_Inicio_Listagem;Data_Fim_Listagem
00.383.281/0001-09;2019-01-01;5;88892;BNDES PARTICIPACOES S.A. - BNDESPAR;Debêntures;;;;;Balcão Não-Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2012-04-20;2012-04-20;Básico;2012-04-20;2012-04-20
00.383.281/0001-09;2019-01-01;5;88892;BNDES PARTICIPACOES S.A. - BNDESPAR;Debêntures;;;;;Balcão Não-Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2007-07-30;2007-07-30;Básico;2007-07-30;2007-07-30
00.383.281/0001-09;2019-01-01;5;88892;BNDES PARTICIPACOES S.A. - BNDESPAR;Debêntures;;;;;Balcão Não-Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2010-12-13;2010-12-13;Básico;2010-12-13;2010-12-13
00.389.481/0001-79;2019-01-01;2;89909;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;Debêntures;;;;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2018-12-17;2019-03-20;Básico;2018-12-17;2019-03-20
00.389.481/0001-79;2019-01-01;2;89909;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;Nota Comercial;;;;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2019-09-09;2019-10-02;Básico;2019-09-09;2019-10-02
00.416.968/0001-01;2019-01-01;2;88500;BANCO INTER S.A.;Ações Ordinárias;;;BIDI3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2019-07-19;;Nível 2 de Governança Corporativa;2018-04-30;
00.416.968/0001-01;2019-01-01;2;88500;BANCO INTER S.A.;Ações Preferenciais;PNA;Preferencial Classe A;BIDI4;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2018-05-11;;Nível 2 de Governança Corporativa;2018-04-30;
00.416.968/0001-01;2019-01-01;2;88500;BANCO INTER S.A.;Units;;;BIDI11;1 PN + 3 Recibos de Subscrição;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2018-04-30;2018-05-10;Nível 1 de Governança Corporativa;2018-04-30;
00.416.968/0001-01;2019-01-01;2;88500;BANCO INTER S.A.;Units;;;BIDI11;1 ON + 2 PN;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2019-07-19;;Nível 2 de Governança Corporativa;2018-04-30;
00.514.998/0001-42;2019-01-01;1;80220;ELETRON S.A.;Ações Ordinárias;;;ETRO3B;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1999-05-11;;Básico;1999-05-11;
00.545.378/0001-70;2019-01-01;2;84067;SERRA AZUL WATER PARK SA;Ações Ordinárias;;;00000;;Balcão Não-Organizado;;;;;;2010-04-29;2010-04-30
00.622.416/0001-41;2019-01-01;1;81111;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Ações Ordinárias;;;STKF3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2011-10-03;2018-09-27;Bovespa Mais;2011-09-19;
00.622.416/0001-41;2019-01-01;1;81111;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Ações Ordinárias;;;STKF3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2018-09-28;;Básico;2011-09-19;
00.644.907/0001-93;2019-01-01;2;81159;INVESTCO S.A.;Ações Preferenciais;PNC;Preferencial Classe C;00;;Balcão Não-Organizado;;;;;;2000-02-04;
00.644.907/0001-93;2019-01-01;2;81159;INVESTCO S.A.;Ações Preferenciais;PNA;Preferencial Classe A;00;;Balcão Não-Organizado;;;;;;2000-02-04;
00.644.907/0001-93;2019-01-01;2;81159;INVESTCO S.A.;Ações Preferenciais;PNR;Preferencial Classe R;00;;Balcão Não-Organizado;;;;;;2000-02-04;
00.644.907/0001-93;2019-01-01;2;81159;INVESTCO S.A.;Ações Preferenciais;PNB;Preferencial Classe B;00;;Balcão Não-Organizado;;;;;;2000-02-04;
00.743.065/0001-27;2019-01-01;2;83862;LITEL PARTICIPACOES S.A.;Ações Ordinárias;;;007424;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2000-10-18;;Básico;2000-10-18;
00.776.574/0001-56;2019-01-01;2;88515;B2W - COMPANHIA DIGITAL;Ações Ordinárias;;;BTOW3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2007-08-08;;Novo Mercado;2007-08-08;
00.864.214/0001-06;2019-01-01;8;92687;ENERGISA S.A.;Ações Ordinárias;;;ENGI3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1995-12-20;;Nível 2 de Governança Corporativa;1995-12-20;
00.864.214/0001-06;2019-01-01;8;92687;ENERGISA S.A.;Ações Preferenciais;;;ENGI4;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1995-12-20;;Nível 2 de Governança Corporativa;1995-12-20;
00.864.214/0001-06;2019-01-01;8;92687;ENERGISA S.A.;Units;;;ENGI11;1 ação ordinária e 4 ações preferenciais;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1995-12-20;;Nível 2 de Governança Corporativa;1995-12-20;
00.897.864/0001-58;2019-01-01;3;99794;SANTA CATARINA PART INVEST SA;Debêntures;;;;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1995-12-14;1995-12-14;Básico;1995-12-14;1995-12-14
00.924.429/0001-75;2019-01-01;2;84416;FERROVIA CENTRO-ATLANTICA S.A.;Ações Ordinárias;;;VSPT3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1996-02-14;;Básico;1996-02-14;
00.924.429/0001-75;2019-01-01;2;84416;FERROVIA CENTRO-ATLANTICA S.A.;Ações Preferenciais;;;VSPT4;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1996-02-14;;Básico;1996-02-14;
00.938.574/0001-05;2019-01-01;1;84082;CONC RIO-TERESOPOLIS S.A.;Debêntures Conversíveis;;;;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2001-12-26;;Básico;2001-12-26;
01.027.058/0001-91;2019-01-01;2;82306;CIELO S.A.;Ações Ordinárias;;;CIEL3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2009-06-26;;Nível 1 de Governança Corporativa;2009-06-26;
01.083.200/0001-18;2019-01-01;3;84844;NEOENERGIA S.A.;Ações Ordinárias;;;NEOE;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2004-11-22;;Básico;2004-11-22;
01.083.200/0001-18;2019-01-01;3;84844;NEOENERGIA S.A.;Debêntures;;;;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2004-12-01;;Básico;2004-12-01;
01.104.937/0001-70;2019-01-01;4;82191;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Ações Ordinárias;;;LIPR3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1996-09-30;;Básico;1996-09-30;
01.107.327/0001-20;2019-01-01;1;81759;BBM Logística S.A.;Ações Ordinárias;;;BBM;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2019-03-11;;Bovespa Mais;2019-02-27;
01.258.943/0001-81;2019-01-01;1;84730;ITAITINGA PARTICIPACOES S.A.;Ações Ordinárias;;;;;;;;;;;;
01.258.943/0001-81;2019-01-01;1;84730;ITAITINGA PARTICIPACOES S.A.;Ações Preferenciais;;;;;;;;;;;;
01.258.945/0001-70;2019-01-01;1;84727;GRUCAI PARTICIPACOES S.A.;Ações Ordinárias;;;;;;;;;;;;
01.258.945/0001-70;2019-01-01;1;84727;GRUCAI PARTICIPACOES S.A.;Ações Preferenciais;;;;;;;;;;;;
01.417.222/0001-77;2019-01-01;2;85107;MRS LOGISTICA S.A.;Ações Ordinárias;;;MRSA3;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1998-12-18;;Básico;1998-12-18;
01.417.222/0001-77;2019-01-01;2;85107;MRS LOGISTICA S.A.;Debêntures;;;;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2000-10-11;;Básico;2000-10-11;
01.417.222/0001-77;2019-01-01;2;85107;MRS LOGISTICA S.A.;Ações Preferenciais;PNA;Preferencial Classe A;MRSA5;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1998-12-18;;Básico;1998-12-18;
01.417.222/0001-77;2019-01-01;2;85107;MRS LOGISTICA S.A.;Ações Preferenciais;PNB;Preferencial Classe B;MRSA6;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1998-12-18;;Básico;1998-12-18;
01.545.826/0001-07;2019-01-01;8;88415;GAFISA S.A.;Ações Ordinárias;;;GAFS3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2006-02-16;;Novo Mercado;2006-02-16;
01.548.981/0001-79;2019-01-01;2;85038;INVESTIMENTOS BEMGE S.A.;Ações Ordinárias;;;FIGE3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1977-07-20;;Básico;1977-07-20;
01.548.981/0001-79;2019-01-01;2;85038;INVESTIMENTOS BEMGE S.A.;Ações Preferenciais;;;FIGE4;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1977-07-20;;Básico;1977-07-20;
01.838.723/0001-27;2019-01-01;3;88457;BRF S.A.;Ações Ordinárias;;;BRFS3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2006-02-17;;Novo Mercado;2006-02-17;
01.851.771/0001-55;2019-01-01;1;80218;524 PARTICIPACOES S.A.;Ações Ordinárias;;;QVQP3B;;Balcão Não-Organizado;;;;;;1997-05-30;
01.896.779/0001-38;2019-01-01;1;84789;CSU CARDSYSTEM S.A.;Ações Ordinárias;;;CARD3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2006-04-25;;Novo Mercado;2006-04-25;
01.938.783/0001-11;2019-01-01;2;85358;CIA PARTICIPACOES ALIANCA DA BAHIA;Ações Ordinárias;;;PEAB3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2000-07-26;;Básico;2000-07-26;
01.938.783/0001-11;2019-01-01;2;85358;CIA PARTICIPACOES ALIANCA DA BAHIA;Ações Preferenciais;;;PEAB4;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2000-07-26;;Básico;2000-07-26;
01.957.772/0001-89;2019-01-01;1;84869;SUL 116 PARTICIPACOES S.A.;Ações Ordinárias;;;OPTS3B;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1998-02-20;;Básico;1997-09-03;
01.971.614/0001-83;2019-01-01;1;84787;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;Ações Ordinárias;;;ECPR3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1997-10-07;;Básico;1997-10-07;
01.971.614/0001-83;2019-01-01;1;84787;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;Ações Preferenciais;;;ECPR4;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1997-10-07;;Básico;1997-10-07;
02.062.747/0001-08;2019-01-01;1;80226;SUDESTE S.A.;Ações Ordinárias;;;OPSE3B;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1997-11-26;;Básico;1997-11-26;
02.084.220/0001-76;2019-01-01;1;80563;NUMERAL 80 PARTICIPAÇÕES S.A.;Units;;;STBR11;1 ON + 4 PN;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2006-10-13;2007-12-05;Nível 2 de Governança Corporativa;1997-09-16;2017-08-18
02.105.040/0001-23;2019-01-01;7;88380;CIBRASEC - COMPANHIA BRASILEIRA DE SECURITIZACAO;Certificados de Recebíveis Imobiliários;;;;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1999-11-23;;Básico;1999-11-23;
02.105.040/0001-23;2019-01-01;7;88380;CIBRASEC - COMPANHIA BRASILEIRA DE SECURITIZACAO;Certificado de Recebíveis do Agronegócio;;;;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2016-12-20;;Básico;2016-12-20;
02.117.801/0001-67;2019-01-01;2;84552;BONAIRE PARTICIPACOES S.A.;Ações Ordinárias;;;BNPA3B;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2000-10-18;;Básico;2000-10-18;
02.149.205/0001-69;2019-01-01;1;82104;PORTO SEGURO S.A.;Ações Ordinárias;;;PSSA3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2004-11-22;;Novo Mercado;2004-11-22;
02.162.616/0001-94;2019-01-01;1;81368;UPTICK PARTICIPACOES S.A.;Ações Ordinárias;;;UPKP3B;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2000-10-18;;Básico;2000-10-18;
02.193.750/0001-52;2019-01-01;1;81465;GPC PARTICIPACOES S.A.;Ações Ordinárias;;;GPCP3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1997-11-20;;Básico;1997-11-20;
02.193.750/0001-52;2019-01-01;1;81465;GPC PARTICIPACOES S.A.;Ações Preferenciais;;;GPCP4;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2017-03-20;;Básico;1997-11-20;
02.217.319/0001-07;2019-01-01;1;80219;ALEF S.A.;Ações Ordinárias;;;ALEF3B;;Balcão Não-Organizado;;;;;;1997-12-08;
02.258.422/0001-97;2019-01-01;1;85129;INEPAR EQUIPAMENTOS E MONTAGENS S/A -EM RECUPERAÇÃO JUDICIAL;Ações Ordinárias;;;;;;;;;;;;
02.258.422/0001-97;2019-01-01;1;85129;INEPAR EQUIPAMENTOS E MONTAGENS S/A -EM RECUPERAÇÃO JUDICIAL;Ações Preferenciais;;;;;;;;;;;;
02.286.479/0001-08;2019-01-01;2;88664;Localiza Fleet S.A.;Debêntures;;;;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2009-09-30;;Básico;2009-09-30;
02.291.077/0001-93;2019-01-01;2;89920;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Ações Ordinárias;;;PRMN3B;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2004-01-28;;Básico;2004-01-28;
02.291.077/0001-93;2019-01-01;2;89920;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Debêntures Conversíveis;;;;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2002-02-07;;Básico;2002-02-07;
02.302.100/0001-06;2019-01-01;1;80945;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Debêntures;;;;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2014-04-30;;Básico;2014-04-30;
02.302.101/0001-42;2019-01-01;4;90812;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Ações Preferenciais;;;EMAE4;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1998-03-31;;Básico;1998-03-27;
02.318.346/0001-68;2019-01-01;2;82871;OPPORTUNITY ENERGIA E PARTICIPACOES S.A.;Ações Ordinárias;;;OPHE3B;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1999-10-22;;Básico;1999-10-22;
02.328.280/0001-97;2019-01-01;3;82348;ELEKTRO REDES S.A.;Ações Ordinárias;;;EKTR3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1998-07-08;;Nível 2 de Governança Corporativa;1998-07-08;
02.328.280/0001-97;2019-01-01;3;82348;ELEKTRO REDES S.A.;Debêntures;;;;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2005-09-01;;Básico;2005-09-01;
02.328.280/0001-97;2019-01-01;3;82348;ELEKTRO REDES S.A.;Ações Preferenciais;;;EKTR4;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1998-07-08;;Nível 2 de Governança Corporativa;1998-07-08;
02.338.534/0001-58;2019-01-01;1;106459;LONGDIS S.A.;Ações Ordinárias;;;SPRT3B;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1998-06-30;;Básico;1998-06-30;
02.351.144/0001-18;2019-01-01;1;84170;TEGMA GESTAO LOGISTICA S.A.;Ações Ordinárias;;;tgma3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2007-08-03;;Novo Mercado;2007-08-03;
02.351.877/0001-52;2019-01-01;2;90805;LOCAWEB SERVIÇOS DE INTERNET S.A.;Ações Ordinárias;;;LWSA3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2020-02-06;;Novo Mercado;2020-02-06;
02.357.251/0001-53;2019-01-01;2;89223;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Ações Ordinárias;;;;;;;;;;;;
02.365.069/0001-44;2019-01-01;4;93731;IDEIASNET S.A.;Ações Ordinárias;;;IDNT3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2018-01-08;;Básico;2000-06-08;
02.382.073/0001-10;2019-01-01;1;84089;PROLAGOS S/A - CONCESSIONÁRIA DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Debêntures;;;;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2018-01-08;;Básico;2017-10-10;
02.387.241/0001-60;2019-01-01;3;91219;RUMO S.A.;Ações Ordinárias;;;RAIL3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2015-04-01;;Novo Mercado;2015-04-01;
02.387.241/0001-60;2019-01-01;3;91219;RUMO S.A.;Debêntures;;;;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2019-03-20;;Básico;2019-03-20;
02.397.080/0001-96;2019-01-01;1;80326;ITAPEBI GERACAO DE ENERGIA S.A.;Debêntures;;;;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2017-05-10;;Básico;2017-05-10;
02.421.421/0001-11;2019-01-01;2;91704;TIM S.A.;Ações Ordinárias;;;;;;;;;;;;
02.429.144/0001-93;2019-01-01;3;84861;CPFL ENERGIA S.A.;Ações Ordinárias;;;CPFE3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2004-09-29;;Novo Mercado;2004-09-29;
02.429.144/0001-93;2019-01-01;3;84861;CPFL ENERGIA S.A.;Debêntures;;;;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2000-05-19;;Básico;2000-05-18;
02.451.848/0001-62;2019-01-01;3;92419;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Debêntures;;;;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2006-08-01;;Básico;2006-08-01;
02.451.848/0001-62;2019-01-01;3;92419;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Debêntures;;;;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2016-08-01;;Básico;2016-08-01;
02.451.848/0001-62;2019-01-01;3;92419;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Nota Comercial;;;;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2016-11-17;;Básico;2016-11-17;
02.465.783/0001-04;2019-01-01;1;113563;FUTURETEL S.A. - EM LIQUIDAÇÃO;Ações Ordinárias;;;FTRT3B;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1998-07-02;;Básico;1998-07-02;
02.474.103/0001-19;2019-01-01;5;90217;ENGIE BRASIL ENERGIA S.A.;Ações Ordinárias;;;EGIE3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2005-11-16;;Novo Mercado;1998-05-28;
02.474.103/0001-19;2019-01-01;5;90217;ENGIE BRASIL ENERGIA S.A.;Debêntures;;;;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2014-12-15;;Básico;2014-12-15;
02.509.186/0001-34;2019-01-01;1;84009;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;Debêntures;;;;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2013-02-25;;Básico;2013-02-25;
02.541.982/0001-54;2019-01-01;1;82561;SOMOS EDUCAÇÃO S.A.;Ações Ordinárias;;;SEDU3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2014-10-23;;Novo Mercado;2011-07-26;
02.558.115/0001-21;2019-01-01;2;82659;TIM PARTICIPACOES S.A.;Ações Ordinárias;;;TIMP3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2011-08-03;;Novo Mercado;1998-09-21;
02.558.157/0001-62;2019-01-01;1;80044;TELEFÔNICA BRASIL S.A;Ações Ordinárias;;;VIVT3;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1998-08-19;;Básico;1998-08-19;
02.558.157/0001-62;2019-01-01;1;80044;TELEFÔNICA BRASIL S.A;Ações Preferenciais;;;VIVT4;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1998-08-19;;Básico;1998-08-19;
02.591.787/0001-39;2019-01-01;1;106458;CAPITALPART PARTICIPACOES S.A.;Ações Ordinárias;;;CPTP3B;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1998-07-20;;Básico;1998-07-09;
02.604.860/0001-60;2019-01-01;2;89850;INNCORP S.A.;Ações Ordinárias;;;SLCTB3;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;1998-07-22;;Básico;1998-07-20;
02.643.896/0001-52;2019-01-01;2;84444;REAL AI PIC SEC DE CREDITOS IMOBILIARIO S.A.;Certificados de Recebíveis Imobiliários;;;;;Balcão Organizado;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2008-05-20;;Básico;2008-05-20;
02.664.042/0001-52;2019-01-01;2;85001;TERMINAL GARAGEM MENEZES CORTES S.A.;Ações Ordinárias;;;;;;;;;;;;
02.762.113/0001-50;2019-01-01;3;82279;BRAZILIAN FINANCE E REAL ESTATE S.A.;Ações Preferenciais;PNB;Preferencial Classe B;BFRE12;;Bolsa;B3;B3 S.A. - Brasil, Bolsa, Balcão.;2012-07-16;2019-03-12;Básico;2012-07-16;
